Starting training for 200 epochs...
Total batches per epoch: 1299
Using device: mps

Epoch [1/200]
  Batch [0/1299] D_loss: -2.1530, G_loss: 1.0039
  Batch [740/1299] D_loss: -0.3375, G_loss: 1.4012
  Batch [750/1299] D_loss: -0.4092, G_loss: 0.7420
  Batch [760/1299] D_loss: -0.1920, G_loss: -0.5087
  Batch [770/1299] D_loss: -0.1423, G_loss: -1.0437
  Batch [780/1299] D_loss: -0.1225, G_loss: -0.1258
  Batch [790/1299] D_loss: -0.1969, G_loss: 0.1848
  Batch [800/1299] D_loss: -0.5329, G_loss: -1.0627
  Batch [810/1299] D_loss: -0.6756, G_loss: 1.3283
  Batch [820/1299] D_loss: -0.0819, G_loss: -0.1511
  Batch [830/1299] D_loss: -0.0435, G_loss: -1.3678
  Batch [840/1299] D_loss: -0.2080, G_loss: -0.2486
  Batch [850/1299] D_loss: -0.2610, G_loss: 0.4704
  Batch [860/1299] D_loss: -0.0061, G_loss: -0.9975
  Batch [870/1299] D_loss: -0.3571, G_loss: 0.4567
  Batch [880/1299] D_loss: -0.4499, G_loss: 0.6898
  Batch [890/1299] D_loss: -0.2711, G_loss: 0.3016
  Batch [900/1299] D_loss: -0.2139, G_loss: -0.9573
  Batch [910/1299] D_loss: -0.1805, G_loss: -0.0619
  Batch [920/1299] D_loss: -0.2665, G_loss: -0.4977
  Batch [930/1299] D_loss: -0.0958, G_loss: -1.6144
  Batch [940/1299] D_loss: -0.5403, G_loss: 0.5333
  Batch [950/1299] D_loss: -0.7283, G_loss: 0.8390
  Batch [960/1299] D_loss: -0.3634, G_loss: -0.4294
  Batch [970/1299] D_loss: -0.4062, G_loss: 0.4447
  Batch [980/1299] D_loss: -0.2439, G_loss: 0.4380
  Batch [990/1299] D_loss: -0.4523, G_loss: 0.2885
  Batch [1000/1299] D_loss: -0.5793, G_loss: -0.1203
  Batch [1010/1299] D_loss: -0.5165, G_loss: 1.0874
  Batch [1020/1299] D_loss: -0.1864, G_loss: -1.0253
  Batch [1030/1299] D_loss: -0.4469, G_loss: 0.3855
  Batch [1040/1299] D_loss: -0.2407, G_loss: -0.6570
  Batch [1050/1299] D_loss: -0.5136, G_loss: 1.3080
  Batch [1060/1299] D_loss: -0.2771, G_loss: -0.1105
  Batch [1070/1299] D_loss: -0.3135, G_loss: -0.3842
  Batch [1080/1299] D_loss: -0.5115, G_loss: -1.4564
  Batch [1090/1299] D_loss: -0.3188, G_loss: 0.4542
  Batch [1100/1299] D_loss: -0.4143, G_loss: -0.5383
  Batch [1110/1299] D_loss: -0.2465, G_loss: 0.2342
  Batch [1120/1299] D_loss: -0.6760, G_loss: 1.1274
  Batch [1130/1299] D_loss: -0.3863, G_loss: -0.3176
  Batch [1140/1299] D_loss: -0.3741, G_loss: -0.3765
  Batch [1150/1299] D_loss: -0.2997, G_loss: -0.1491
  Batch [1160/1299] D_loss: -0.1527, G_loss: 0.1414
  Batch [1170/1299] D_loss: -0.5826, G_loss: -0.7876
  Batch [1180/1299] D_loss: -0.3049, G_loss: 0.0862
  Batch [1190/1299] D_loss: -0.3600, G_loss: 0.1627
  Batch [1200/1299] D_loss: -0.3736, G_loss: -0.3797
  Batch [1210/1299] D_loss: -0.1977, G_loss: 0.0421
  Batch [1220/1299] D_loss: -0.3085, G_loss: -0.6678
  Batch [1230/1299] D_loss: -0.5734, G_loss: -0.1690
  Batch [1240/1299] D_loss: -0.6488, G_loss: 0.9821
  Batch [1250/1299] D_loss: -0.1915, G_loss: 0.5179
  Batch [1260/1299] D_loss: -0.1978, G_loss: 0.2246
  Batch [1270/1299] D_loss: -0.2881, G_loss: -0.0243
  Batch [1280/1299] D_loss: -0.4815, G_loss: 0.3047
  Batch [1290/1299] D_loss: -0.3011, G_loss: 0.0585

Epoch 16 Summary:
  Average D_loss: -0.1604
  Average G_loss: 0.0073

Epoch [17/200]
  Batch [0/1299] D_loss: -0.2584, G_loss: 0.3871
  Batch [10/1299] D_loss: -0.0684, G_loss: -0.1424
  Batch [20/1299] D_loss: -0.4351, G_loss: 0.1325
  Batch [30/1299] D_loss: -0.5605, G_loss: 1.6712
  Batch [40/1299] D_loss: -0.4621, G_loss: -1.2467
  Batch [50/1299] D_loss: -0.2717, G_loss: 0.6544
  Batch [60/1299] D_loss: -0.0342, G_loss: 0.2870
  Batch [70/1299] D_loss: -0.6252, G_loss: -1.8086
  Batch [80/1299] D_loss: -0.6556, G_loss: 1.3269
  Batch [90/1299] D_loss: -0.3008, G_loss: 0.3568
  Batch [100/1299] D_loss: -0.0230, G_loss: -0.9701
  Batch [110/1299] D_loss: -0.4382, G_loss: 1.4652
  Batch [120/1299] D_loss: -0.3149, G_loss: -1.6299
  Batch [130/1299] D_loss: -0.2979, G_loss: 0.0304
  Batch [140/1299] D_loss: -0.4411, G_loss: 1.8981
  Batch [150/1299] D_loss: -0.2651, G_loss: -0.5564
  Batch [160/1299] D_loss: -0.1990, G_loss: -0.3746
  Batch [170/1299] D_loss: -0.2732, G_loss: -0.2561
  Batch [180/1299] D_loss: -0.0574, G_loss: 0.4966
  Batch [190/1299] D_loss: -0.4546, G_loss: -0.2880
  Batch [200/1299] D_loss: -0.1585, G_loss: 0.1630
  Batch [210/1299] D_loss: -0.2854, G_loss: -1.2211
  Batch [220/1299] D_loss: -0.5522, G_loss: 0.2267
  Batch [230/1299] D_loss: -0.4789, G_loss: 0.3836
  Batch [240/1299] D_loss: -0.4800, G_loss: -0.2444
  Batch [250/1299] D_loss: -0.4557, G_loss: -1.2586
  Batch [260/1299] D_loss: -0.3087, G_loss: -1.0850
  Batch [270/1299] D_loss: -0.4931, G_loss: 1.4567
  Batch [280/1299] D_loss: -0.1618, G_loss: 0.3702
  Batch [290/1299] D_loss: -0.4935, G_loss: -1.1467
  Batch [300/1299] D_loss: -0.3347, G_loss: -0.2994
  Batch [310/1299] D_loss: -0.2963, G_loss: 0.1867
  Batch [320/1299] D_loss: -0.3740, G_loss: 0.2253
  Batch [330/1299] D_loss: -0.3663, G_loss: -0.2061
  Batch [340/1299] D_loss: -0.3096, G_loss: 0.6369
  Batch [350/1299] D_loss: -0.6226, G_loss: -1.5246
  Batch [360/1299] D_loss: -0.2474, G_loss: 0.6628
  Batch [370/1299] D_loss: -0.1605, G_loss: 1.0166
  Batch [380/1299] D_loss: -0.3840, G_loss: 0.3903
  Batch [390/1299] D_loss: -0.2347, G_loss: -0.8173
  Batch [400/1299] D_loss: -0.9333, G_loss: -1.3467
  Batch [410/1299] D_loss: -0.0006, G_loss: 0.8281
  Batch [420/1299] D_loss: -0.2680, G_loss: -0.8741
  Batch [430/1299] D_loss: -0.3097, G_loss: -0.4210
  Batch [440/1299] D_loss: -0.3192, G_loss: 0.9032
  Batch [450/1299] D_loss: -0.0374, G_loss: 0.9989
  Batch [460/1299] D_loss: -0.3056, G_loss: -0.4325
  Batch [470/1299] D_loss: -0.3609, G_loss: 0.2141
  Batch [480/1299] D_loss: -0.0320, G_loss: 1.0384
  Batch [490/1299] D_loss: -0.7031, G_loss: -0.9816
  Batch [500/1299] D_loss: -0.6493, G_loss: -0.8138
  Batch [510/1299] D_loss: -0.8027, G_loss: 0.7574
  Batch [520/1299] D_loss: -0.5315, G_loss: -0.2327
  Batch [530/1299] D_loss: -0.4139, G_loss: -0.1188
  Batch [540/1299] D_loss: -0.2893, G_loss: 0.4975
  Batch [550/1299] D_loss: -0.0997, G_loss: -1.3842
  Batch [560/1299] D_loss: -0.2697, G_loss: 0.9543
  Batch [570/1299] D_loss: -0.2403, G_loss: -0.6857
  Batch [580/1299] D_loss: -0.3625, G_loss: 0.1220
  Batch [590/1299] D_loss: -0.3537, G_loss: 0.0861
  Batch [600/1299] D_loss: -0.6398, G_loss: 0.7003
  Batch [610/1299] D_loss: -0.1094, G_loss: -0.4039
  Batch [620/1299] D_loss: -0.2570, G_loss: 0.2421
  Batch [630/1299] D_loss: -0.4621, G_loss: 0.7862
  Batch [640/1299] D_loss: -0.1645, G_loss: 0.7569
  Batch [650/1299] D_loss: -0.4650, G_loss: -0.7738
  Batch [660/1299] D_loss: -0.3506, G_loss: 0.0428
  Batch [670/1299] D_loss: -0.4486, G_loss: 0.0319
  Batch [680/1299] D_loss: -0.3286, G_loss: -0.0299
  Batch [690/1299] D_loss: -0.3930, G_loss: -0.2570
  Batch [700/1299] D_loss: -0.2357, G_loss: -0.1722
  Batch [710/1299] D_loss: -0.4495, G_loss: -0.2049
  Batch [720/1299] D_loss: -0.1947, G_loss: -0.1552
  Batch [730/1299] D_loss: -0.5372, G_loss: -0.4262
  Batch [740/1299] D_loss: -0.1863, G_loss: 0.2187
  Batch [750/1299] D_loss: -0.4011, G_loss: -0.9657
  Batch [760/1299] D_loss: -0.4289, G_loss: 0.8505
  Batch [770/1299] D_loss: -0.1739, G_loss: -0.7648
  Batch [780/1299] D_loss: -0.3902, G_loss: 0.2607
  Batch [790/1299] D_loss: -0.3939, G_loss: 0.3961
  Batch [800/1299] D_loss: -0.4257, G_loss: -0.9019
  Batch [810/1299] D_loss: -0.3946, G_loss: 0.6316
  Batch [820/1299] D_loss: -0.9336, G_loss: -0.5744
  Batch [830/1299] D_loss: -0.1937, G_loss: 0.4978
  Batch [840/1299] D_loss: -0.1782, G_loss: -0.2500
  Batch [850/1299] D_loss: -0.3461, G_loss: -0.1905
  Batch [860/1299] D_loss: -0.3479, G_loss: -0.7456
  Batch [870/1299] D_loss: -0.2085, G_loss: -0.3378
  Batch [880/1299] D_loss: -0.4876, G_loss: 0.9043
  Batch [890/1299] D_loss: -0.6385, G_loss: 0.4686
  Batch [900/1299] D_loss: -0.4357, G_loss: -0.0558
  Batch [910/1299] D_loss: -0.1721, G_loss: -0.6728
  Batch [920/1299] D_loss: -0.1541, G_loss: -0.1413
  Batch [930/1299] D_loss: -0.3726, G_loss: -0.6467
  Batch [940/1299] D_loss: -0.3877, G_loss: 0.6580
  Batch [950/1299] D_loss: -0.2032, G_loss: 0.3282
  Batch [960/1299] D_loss: -0.3352, G_loss: -0.5772
  Batch [970/1299] D_loss: -0.3632, G_loss: -0.0927
  Batch [980/1299] D_loss: -0.5361, G_loss: 1.3266
  Batch [990/1299] D_loss: -0.3425, G_loss: -0.5790
  Batch [1000/1299] D_loss: -0.3636, G_loss: 0.5614
  Batch [1010/1299] D_loss: -0.4082, G_loss: 0.1809
  Batch [1020/1299] D_loss: -0.3242, G_loss: -1.2106
  Batch [1030/1299] D_loss: -0.3429, G_loss: -0.3924
  Batch [1040/1299] D_loss: -0.3352, G_loss: 0.7595
  Batch [1050/1299] D_loss: -0.8192, G_loss: 0.7159
  Batch [1060/1299] D_loss: -0.3923, G_loss: -0.4498
  Batch [1070/1299] D_loss: -0.6156, G_loss: -1.4599
  Batch [1080/1299] D_loss: -0.4268, G_loss: 1.2420
  Batch [1090/1299] D_loss: -0.6700, G_loss: -0.1132
  Batch [1100/1299] D_loss: -0.3094, G_loss: 0.4986
  Batch [1110/1299] D_loss: -0.7859, G_loss: -0.4952
  Batch [1120/1299] D_loss: -0.5149, G_loss: -0.5505
  Batch [1130/1299] D_loss: -0.3159, G_loss: 0.6118
  Batch [1140/1299] D_loss: -0.0470, G_loss: -0.8332
  Batch [1150/1299] D_loss: -0.3884, G_loss: 0.5267
  Batch [1160/1299] D_loss: -0.1833, G_loss: 0.3400
  Batch [1170/1299] D_loss: -0.5493, G_loss: -0.9593
  Batch [1180/1299] D_loss: -0.5018, G_loss: -1.1813
  Batch [1190/1299] D_loss: -0.1503, G_loss: 0.3041
  Batch [1200/1299] D_loss: -0.1544, G_loss: 0.5774
  Batch [1210/1299] D_loss: -0.2952, G_loss: -0.0221
  Batch [1220/1299] D_loss: -0.3120, G_loss: -1.2368
  Batch [1230/1299] D_loss: -0.1353, G_loss: 0.4838
  Batch [1240/1299] D_loss: -0.3954, G_loss: 0.9207
  Batch [1250/1299] D_loss: -0.1395, G_loss: 0.4934
  Batch [1260/1299] D_loss: 0.1882, G_loss: 0.3156
  Batch [1270/1299] D_loss: -0.5502, G_loss: -0.2490
  Batch [1280/1299] D_loss: -0.1679, G_loss: -0.4049
  Batch [1290/1299] D_loss: -0.2780, G_loss: -0.1350

Epoch 17 Summary:
  Average D_loss: -0.1663
  Average G_loss: 0.0095

Epoch [18/200]
  Batch [0/1299] D_loss: -0.0805, G_loss: -1.2545
  Batch [10/1299] D_loss: -0.2010, G_loss: 0.4587
  Batch [20/1299] D_loss: -0.1945, G_loss: 0.8307
  Batch [30/1299] D_loss: -0.7146, G_loss: -0.8111
  Batch [40/1299] D_loss: -0.5344, G_loss: -0.0871
  Batch [50/1299] D_loss: -0.2333, G_loss: 0.4635
  Batch [60/1299] D_loss: -0.3146, G_loss: 0.8853
  Batch [70/1299] D_loss: -0.3063, G_loss: 0.1794
  Batch [80/1299] D_loss: -0.4601, G_loss: 0.1778
  Batch [90/1299] D_loss: -0.3360, G_loss: -0.7195
  Batch [100/1299] D_loss: -0.5010, G_loss: -0.2737
  Batch [110/1299] D_loss: -0.1416, G_loss: -1.8484
  Batch [120/1299] D_loss: -0.4853, G_loss: 1.1785
  Batch [130/1299] D_loss: -0.3196, G_loss: -0.2120
  Batch [140/1299] D_loss: -0.4056, G_loss: -0.4197
  Batch [150/1299] D_loss: -0.3778, G_loss: -0.9699
  Batch [160/1299] D_loss: -0.4060, G_loss: 0.2196
  Batch [170/1299] D_loss: -0.7339, G_loss: -0.6217
  Batch [180/1299] D_loss: -0.2532, G_loss: -1.0825
  Batch [190/1299] D_loss: -1.0239, G_loss: 1.6317
  Batch [200/1299] D_loss: -0.3013, G_loss: -0.3350
  Batch [210/1299] D_loss: -0.4121, G_loss: 0.5211
  Batch [220/1299] D_loss: -0.4408, G_loss: 0.8164
  Batch [230/1299] D_loss: -0.0362, G_loss: -0.4359
  Batch [240/1299] D_loss: -0.6230, G_loss: 0.2639
  Batch [250/1299] D_loss: -0.3929, G_loss: -0.0667
  Batch [260/1299] D_loss: -0.4575, G_loss: -0.0085
  Batch [270/1299] D_loss: -0.8507, G_loss: -2.2708
  Batch [280/1299] D_loss: -0.1837, G_loss: 0.1015
  Batch [290/1299] D_loss: -0.3331, G_loss: 0.6876
  Batch [300/1299] D_loss: -0.1067, G_loss: -0.2827
  Batch [310/1299] D_loss: -0.0618, G_loss: -0.9651
  Batch [320/1299] D_loss: -0.3989, G_loss: 1.3827
  Batch [330/1299] D_loss: -0.7767, G_loss: 0.8192
  Batch [340/1299] D_loss: -0.4959, G_loss: -0.8499
  Batch [350/1299] D_loss: -0.3225, G_loss: -0.4103
  Batch [360/1299] D_loss: -0.4120, G_loss: 0.1537
  Batch [370/1299] D_loss: -0.3171, G_loss: 0.6344
  Batch [380/1299] D_loss: -0.3346, G_loss: -0.2549
  Batch [390/1299] D_loss: -0.3663, G_loss: 0.0960
  Batch [400/1299] D_loss: -0.5465, G_loss: -0.6788
  Batch [410/1299] D_loss: -0.1344, G_loss: -0.4290
  Batch [420/1299] D_loss: -0.1889, G_loss: 0.2301
  Batch [430/1299] D_loss: -0.2765, G_loss: 0.2072
  Batch [440/1299] D_loss: -0.2029, G_loss: 0.1419
  Batch [450/1299] D_loss: -0.3151, G_loss: -0.4949
  Batch [460/1299] D_loss: -0.4989, G_loss: 1.4231
  Batch [470/1299] D_loss: -0.0652, G_loss: -0.4441
  Batch [480/1299] D_loss: -0.3091, G_loss: -0.9854
  Batch [490/1299] D_loss: -0.2275, G_loss: 0.3740
  Batch [500/1299] D_loss: -0.5464, G_loss: -0.3213
  Batch [510/1299] D_loss: -0.5900, G_loss: -1.7544
  Batch [520/1299] D_loss: -0.1537, G_loss: 0.2385
  Batch [530/1299] D_loss: -0.2625, G_loss: 0.7127
  Batch [540/1299] D_loss: -0.2847, G_loss: 0.1394
  Batch [550/1299] D_loss: -0.5087, G_loss: -1.1410
  Batch [560/1299] D_loss: -0.7617, G_loss: 1.3096
  Batch [570/1299] D_loss: -0.1826, G_loss: -1.0719
  Batch [580/1299] D_loss: -0.4360, G_loss: 0.4229
  Batch [590/1299] D_loss: -0.3341, G_loss: 0.4267
  Batch [600/1299] D_loss: -0.3105, G_loss: 0.3486
  Batch [610/1299] D_loss: -0.1144, G_loss: 0.0390
  Batch [620/1299] D_loss: -0.4029, G_loss: 0.4600
  Batch [630/1299] D_loss: -0.1662, G_loss: 0.2206
  Batch [640/1299] D_loss: -0.4022, G_loss: -1.0069
  Batch [650/1299] D_loss: -0.6465, G_loss: -1.1915
  Batch [660/1299] D_loss: -0.0672, G_loss: 0.1207
  Batch [670/1299] D_loss: -0.1386, G_loss: 0.5932
  Batch [680/1299] D_loss: -0.7460, G_loss: -1.2722
  Batch [690/1299] D_loss: -0.3844, G_loss: -0.9704
  Batch [700/1299] D_loss: -0.2198, G_loss: -0.4039
  Batch [710/1299] D_loss: -0.0225, G_loss: 0.6616
  Batch [720/1299] D_loss: -0.5539, G_loss: 0.7629
  Batch [730/1299] D_loss: -0.0580, G_loss: -0.7348
  Batch [740/1299] D_loss: -0.4064, G_loss: -0.1301
  Batch [750/1299] D_loss: -0.2491, G_loss: 0.6603
  Batch [760/1299] D_loss: -0.3341, G_loss: -0.1827
  Batch [770/1299] D_loss: -0.2418, G_loss: 0.2250
  Batch [780/1299] D_loss: -0.1055, G_loss: 0.5554
  Batch [790/1299] D_loss: -0.4248, G_loss: 0.4473
  Batch [800/1299] D_loss: -0.5094, G_loss: -2.2758
  Batch [810/1299] D_loss: -0.4653, G_loss: 0.4669
  Batch [820/1299] D_loss: -0.3447, G_loss: -0.2147
  Batch [830/1299] D_loss: -0.2840, G_loss: -0.8123
  Batch [840/1299] D_loss: -0.3743, G_loss: -0.1099
  Batch [850/1299] D_loss: -0.1510, G_loss: -0.6635
  Batch [860/1299] D_loss: -0.4461, G_loss: -0.3333
  Batch [870/1299] D_loss: -0.5065, G_loss: 0.2813
  Batch [880/1299] D_loss: -0.2552, G_loss: 0.3792
  Batch [890/1299] D_loss: -0.4149, G_loss: 0.4464
  Batch [900/1299] D_loss: -0.5197, G_loss: 1.6014
  Batch [910/1299] D_loss: -0.4310, G_loss: 0.3106
  Batch [920/1299] D_loss: -0.4807, G_loss: 0.5612
  Batch [930/1299] D_loss: -0.2097, G_loss: 0.0960
  Batch [940/1299] D_loss: -0.3019, G_loss: -0.4873
  Batch [950/1299] D_loss: -0.4493, G_loss: 1.2946
  Batch [960/1299] D_loss: -0.4104, G_loss: -0.3374
  Batch [970/1299] D_loss: -0.2908, G_loss: -0.7254
  Batch [980/1299] D_loss: -0.2359, G_loss: 0.3207
  Batch [990/1299] D_loss: -0.5280, G_loss: -0.5480
  Batch [1000/1299] D_loss: -0.2361, G_loss: -0.6618
  Batch [1010/1299] D_loss: -0.4211, G_loss: -1.0097
  Batch [1020/1299] D_loss: -0.3550, G_loss: 0.2410
  Batch [1030/1299] D_loss: -0.2122, G_loss: 0.1570
  Batch [1040/1299] D_loss: -0.2363, G_loss: 1.0174
  Batch [1050/1299] D_loss: -0.5726, G_loss: 0.0847
  Batch [1060/1299] D_loss: -0.3300, G_loss: -1.1253
  Batch [1070/1299] D_loss: -0.0279, G_loss: 0.2399
  Batch [1080/1299] D_loss: -0.6351, G_loss: -0.2225
  Batch [1090/1299] D_loss: -0.0961, G_loss: -0.3308
  Batch [1100/1299] D_loss: -0.0715, G_loss: 0.3997
  Batch [1110/1299] D_loss: -0.2071, G_loss: -0.9539
  Batch [1120/1299] D_loss: -0.4526, G_loss: 1.5030
  Batch [1130/1299] D_loss: -0.0623, G_loss: -1.0619
  Batch [1140/1299] D_loss: -0.1172, G_loss: 0.5271
  Batch [1150/1299] D_loss: -0.4715, G_loss: -0.3288
  Batch [1160/1299] D_loss: -0.5492, G_loss: 0.7915
  Batch [1170/1299] D_loss: -0.7398, G_loss: 1.6650
  Batch [1180/1299] D_loss: -0.3206, G_loss: -0.9435
  Batch [1190/1299] D_loss: -0.4587, G_loss: 1.1463
  Batch [1200/1299] D_loss: -0.0981, G_loss: 0.9307
  Batch [1210/1299] D_loss: -0.6297, G_loss: -1.8469
  Batch [1220/1299] D_loss: -0.3580, G_loss: -0.5072
  Batch [1230/1299] D_loss: -0.2254, G_loss: -1.0014
  Batch [1240/1299] D_loss: -0.2716, G_loss: 1.3485
  Batch [1250/1299] D_loss: -0.3129, G_loss: 0.5330
  Batch [1260/1299] D_loss: -0.2944, G_loss: 0.2996
  Batch [1270/1299] D_loss: -0.7669, G_loss: -0.0997
  Batch [1280/1299] D_loss: -0.2573, G_loss: -0.4453
  Batch [1290/1299] D_loss: -0.6716, G_loss: 0.7076

Epoch 18 Summary:
  Average D_loss: -0.1691
  Average G_loss: 0.0015

Epoch [19/200]
  Batch [0/1299] D_loss: -0.3574, G_loss: -0.0553
  Batch [10/1299] D_loss: -0.0179, G_loss: 0.9121
  Batch [20/1299] D_loss: -0.3340, G_loss: -1.4759
  Batch [30/1299] D_loss: -0.4710, G_loss: 0.5703
  Batch [40/1299] D_loss: -0.1241, G_loss: 0.6055
  Batch [50/1299] D_loss: -0.4966, G_loss: 0.1671
  Batch [60/1299] D_loss: -0.3422, G_loss: 0.9117
  Batch [70/1299] D_loss: -0.1360, G_loss: -0.1251
  Batch [80/1299] D_loss: -0.4300, G_loss: 0.4494
  Batch [90/1299] D_loss: -0.4016, G_loss: -0.5197
  Batch [100/1299] D_loss: -0.7228, G_loss: -0.5958
  Batch [110/1299] D_loss: -0.3447, G_loss: 0.9812
  Batch [120/1299] D_loss: -0.0682, G_loss: -0.1047
  Batch [130/1299] D_loss: -0.3942, G_loss: -0.3098
  Batch [140/1299] D_loss: -0.2873, G_loss: 0.6828
  Batch [150/1299] D_loss: -0.2592, G_loss: 0.2214
  Batch [160/1299] D_loss: -0.3604, G_loss: 0.6899
  Batch [170/1299] D_loss: -0.0891, G_loss: 1.1518
  Batch [180/1299] D_loss: -0.3203, G_loss: 0.3093
  Batch [190/1299] D_loss: -0.0977, G_loss: 0.1338
  Batch [200/1299] D_loss: -0.4667, G_loss: 0.7237
  Batch [210/1299] D_loss: -0.2930, G_loss: 0.7246
  Batch [220/1299] D_loss: -0.4482, G_loss: 0.1473
  Batch [230/1299] D_loss: -0.5415, G_loss: -0.2193
  Batch [240/1299] D_loss: -0.2688, G_loss: 0.0915
  Batch [250/1299] D_loss: -0.1111, G_loss: -0.7286
  Batch [260/1299] D_loss: -0.6926, G_loss: -0.5404
  Batch [270/1299] D_loss: -0.4679, G_loss: -0.5472
  Batch [280/1299] D_loss: -0.1628, G_loss: 1.4329
  Batch [290/1299] D_loss: -0.3614, G_loss: -0.7949
  Batch [300/1299] D_loss: -0.3178, G_loss: 0.7067
  Batch [310/1299] D_loss: 0.0932, G_loss: 1.3074
  Batch [320/1299] D_loss: -0.2026, G_loss: -1.1435
  Batch [330/1299] D_loss: -0.2739, G_loss: -0.8643
  Batch [340/1299] D_loss: -0.2033, G_loss: -0.0073
  Batch [350/1299] D_loss: -0.3508, G_loss: 0.2558
  Batch [360/1299] D_loss: -0.2085, G_loss: 0.4018
  Batch [370/1299] D_loss: -0.3650, G_loss: -1.1339
  Batch [380/1299] D_loss: -0.3219, G_loss: 0.3541
  Batch [390/1299] D_loss: 0.1935, G_loss: 0.9029
  Batch [400/1299] D_loss: -0.4910, G_loss: -1.3311
  Batch [410/1299] D_loss: -0.4609, G_loss: 0.6254
  Batch [420/1299] D_loss: -0.1842, G_loss: 0.1481
  Batch [430/1299] D_loss: -0.1814, G_loss: -0.6796
  Batch [440/1299] D_loss: -0.1462, G_loss: 1.3258
  Batch [450/1299] D_loss: -0.0703, G_loss: -0.1160
  Batch [460/1299] D_loss: -0.6106, G_loss: 0.9414
  Batch [470/1299] D_loss: -0.4479, G_loss: -0.4801
  Batch [480/1299] D_loss: -0.2384, G_loss: -0.1367
  Batch [490/1299] D_loss: -0.1032, G_loss: 0.7501
  Batch [500/1299] D_loss: -0.3494, G_loss: 0.5212
  Batch [510/1299] D_loss: -0.3331, G_loss: -1.0507
  Batch [520/1299] D_loss: -0.3731, G_loss: 1.1682
  Batch [530/1299] D_loss: -0.3339, G_loss: 0.9671
  Batch [540/1299] D_loss: -0.1554, G_loss: -0.8735
  Batch [550/1299] D_loss: -0.2224, G_loss: 1.1163
  Batch [560/1299] D_loss: -0.2362, G_loss: -0.2582
  Batch [570/1299] D_loss: -0.1208, G_loss: -0.4160
  Batch [580/1299] D_loss: -0.4143, G_loss: -0.5995
  Batch [590/1299] D_loss: -0.5778, G_loss: 0.7864
  Batch [600/1299] D_loss: -0.1584, G_loss: -1.2671
  Batch [610/1299] D_loss: -0.1562, G_loss: 0.4486
  Batch [620/1299] D_loss: -0.0608, G_loss: -0.2052
  Batch [630/1299] D_loss: -0.4128, G_loss: 0.7640
  Batch [640/1299] D_loss: -0.2501, G_loss: 0.6513
  Batch [650/1299] D_loss: 0.0665, G_loss: -1.1370
  Batch [660/1299] D_loss: -0.5108, G_loss: 0.6131
  Batch [670/1299] D_loss: -0.3187, G_loss: 1.0549
  Batch [680/1299] D_loss: -0.2238, G_loss: -0.7593
  Batch [690/1299] D_loss: -0.2137, G_loss: 0.8232
  Batch [700/1299] D_loss: -0.3816, G_loss: 0.6020
  Batch [710/1299] D_loss: -0.6576, G_loss: -0.0418
  Batch [720/1299] D_loss: -0.2416, G_loss: 0.2781
  Batch [730/1299] D_loss: -0.4066, G_loss: -0.4818
  Batch [740/1299] D_loss: -0.1138, G_loss: 0.2729
  Batch [750/1299] D_loss: -0.5053, G_loss: -1.8509
  Batch [760/1299] D_loss: -0.2702, G_loss: -0.8358
  Batch [770/1299] D_loss: -0.8633, G_loss: -0.4351
  Batch [780/1299] D_loss: -0.2560, G_loss: 1.2962
  Batch [790/1299] D_loss: -0.2328, G_loss: -0.0269
  Batch [800/1299] D_loss: -1.3050, G_loss: -2.2781
  Batch [810/1299] D_loss: -1.0960, G_loss: 2.5681
  Batch [820/1299] D_loss: -0.1262, G_loss: -0.3883
  Batch [830/1299] D_loss: -0.2283, G_loss: -0.5220
  Batch [840/1299] D_loss: -0.1465, G_loss: 0.2331
  Batch [850/1299] D_loss: 0.0108, G_loss: 0.3456
  Batch [860/1299] D_loss: -0.8484, G_loss: -1.2116
  Batch [870/1299] D_loss: -0.1217, G_loss: -0.5337
  Batch [880/1299] D_loss: -0.1228, G_loss: 0.7866
  Batch [890/1299] D_loss: -0.0868, G_loss: -0.3295
  Batch [900/1299] D_loss: -0.5949, G_loss: -1.0769
  Batch [910/1299] D_loss: -0.2387, G_loss: 0.5067
  Batch [920/1299] D_loss: -0.2528, G_loss: 0.5276
  Batch [930/1299] D_loss: -0.3873, G_loss: -0.4760
  Batch [940/1299] D_loss: -0.2780, G_loss: -0.0213
  Batch [950/1299] D_loss: -0.1870, G_loss: 0.9562
  Batch [960/1299] D_loss: -0.2454, G_loss: -0.8282
  Batch [970/1299] D_loss: -0.1601, G_loss: 0.5702
  Batch [980/1299] D_loss: -0.1280, G_loss: -0.6855
  Batch [990/1299] D_loss: -0.3487, G_loss: 0.2670
  Batch [1000/1299] D_loss: -0.2041, G_loss: -0.2245
  Batch [1010/1299] D_loss: -0.2649, G_loss: 0.6508
  Batch [1020/1299] D_loss: -0.3992, G_loss: 0.1990
  Batch [1030/1299] D_loss: -0.1765, G_loss: -0.3184
  Batch [1040/1299] D_loss: -0.2711, G_loss: 0.7365
  Batch [1050/1299] D_loss: -0.2213, G_loss: -0.9755
  Batch [1060/1299] D_loss: -0.2893, G_loss: -0.4271
  Batch [1070/1299] D_loss: -0.4291, G_loss: 1.5124
  Batch [1080/1299] D_loss: -0.3121, G_loss: -0.6004
  Batch [1090/1299] D_loss: -0.2192, G_loss: 0.0845
  Batch [1100/1299] D_loss: -0.5397, G_loss: -1.5426
